protocol_type,service,src_bytes,dst_bytes,count,srv_count,dst_host_count,dst_host_srv_count,attack_type
tcp,http,355,657,16,16,255,255,normal
tcp,other,1,0,2,2,255,2,portsweep
tcp,private,0,0,111,10,155,11,neptune
tcp,http,54540,8314,4,4,68,68,back
tcp,http,205,253,11,11,255,255,normal
tcp,netbios_ns,0,0,241,12,255,12,neptune
tcp,http,325,753,7,9,255,255,normal
tcp,systat,0,0,242,1,255,1,neptune
tcp,http,232,193,1,1,9,255,normal
tcp,smtp,886,326,1,1,135,60,normal
tcp,http,319,3432,9,9,9,255,normal
tcp,supdup,0,0,101,6,255,6,neptune
tcp,private,0,0,1,1,62,2,ipsweep
tcp,http,147,12141,12,12,12,255,normal
tcp,smtp,1451,330,1,2,110,78,normal
tcp,http,54540,8314,3,3,214,214,back
tcp,http,235,1889,1,19,1,255,normal
tcp,private,0,0,1,1,255,1,portsweep
tcp,private,0,0,320,1,255,1,portsweep
tcp,http,299,1540,17,29,34,255,normal
tcp,private,0,0,114,8,255,11,neptune
tcp,kshell,0,0,136,23,255,23,neptune
tcp,hostnames,0,0,272,4,255,4,neptune
tcp,private,0,0,209,8,255,9,neptune
tcp,http,237,241,66,66,234,255,normal
tcp,uucp,0,0,110,16,255,16,neptune
udp,other,146,105,1,1,255,1,normal
tcp,csnet_ns,0,0,2,1,255,1,portsweep
udp,other,146,105,3,1,255,1,normal
tcp,http,202,1923,16,17,21,255,normal
tcp,echo,0,0,268,5,255,5,neptune
tcp,ftp_data,383,0,3,2,37,29,normal
tcp,http,345,2254,4,4,26,255,normal
tcp,http,278,6546,7,7,7,255,normal
tcp,domain,0,0,292,14,255,11,neptune
tcp,http,196,16143,5,33,230,255,normal
tcp,klogin,0,0,2,2,255,2,neptune
tcp,http,277,2253,17,17,17,255,normal
tcp,http,203,578,19,19,255,255,normal
tcp,private,0,0,1,1,179,1,portsweep
udp,other,147,105,1,1,255,1,normal
tcp,finger,0,0,297,15,255,15,neptune
tcp,ftp,0,0,150,1,255,1,neptune
tcp,ctf,0,0,198,6,255,6,neptune
tcp,private,0,0,63,4,212,4,neptune
tcp,http,367,5199,4,4,108,255,normal
tcp,ssh,0,0,199,1,255,1,portsweep
tcp,http,257,23051,1,4,53,255,normal
icmp,eco_i,8,0,1,41,2,255,ipsweep
udp,domain_u,44,44,106,105,255,254,normal
udp,domain_u,128,44,68,68,255,240,normal
tcp,http,254,523,20,20,168,255,normal
tcp,http,225,22996,6,39,255,255,normal
tcp,smtp,775,331,1,1,120,105,normal
tcp,http,314,266,11,12,255,239,normal
tcp,supdup,0,0,299,9,255,9,neptune
tcp,smtp,525,335,1,2,67,178,normal
tcp,other,0,0,509,1,255,1,satan
udp,other,1,0,30,8,255,8,satan
tcp,http,213,37327,3,4,3,255,normal
tcp,http,190,8654,4,4,74,255,normal
tcp,private,0,0,234,1,255,16,neptune
udp,private,28,0,88,88,255,88,teardrop
tcp,iso_tsap,0,0,244,17,255,17,neptune
tcp,ftp,1067,3081,1,1,254,70,normal
udp,domain_u,126,44,254,253,143,110,normal
tcp,http,333,2547,4,4,255,255,normal
tcp,netbios_ns,0,0,237,12,255,12,neptune
tcp,ftp_data,4491,0,1,1,63,79,normal
tcp,ldap,0,0,287,15,255,15,neptune
tcp,http,54540,8314,4,4,4,4,back
tcp,http,239,255,19,25,255,255,normal
tcp,http,0,0,1,1,8,255,normal
tcp,smtp,1258,359,1,1,214,192,normal
tcp,telnet,0,0,11,11,133,73,neptune
tcp,private,0,0,73,3,255,17,neptune
tcp,http,0,0,1,1,1,90,normal
udp,domain_u,42,65,104,104,255,245,normal
tcp,http,224,1270,6,18,255,255,normal
tcp,http,231,3215,1,1,41,255,normal
udp,other,147,105,1,1,255,2,normal
udp,domain_u,44,72,256,256,255,254,normal
icmp,urp_i,183,0,2,1,255,15,normal
tcp,auth,0,0,240,6,255,6,neptune
tcp,private,0,0,149,2,255,13,neptune
tcp,telnet,125,179,1,1,4,4,guess_passwd
tcp,auth,13,40,1,1,100,3,normal
tcp,http,233,4759,14,14,133,255,normal
icmp,eco_i,30,0,2,1,255,19,normal
tcp,nntp,0,0,92,3,255,14,neptune
tcp,http,278,7958,1,2,3,255,normal
tcp,private,0,0,2,1,255,1,portsweep
tcp,imap4,0,0,191,2,255,2,neptune
tcp,http,237,5193,1,48,1,216,normal
tcp,http,301,2698,8,9,85,84,normal
tcp,http,246,3295,5,6,36,255,normal
tcp,http,230,12471,6,7,255,255,normal
udp,domain_u,46,82,230,230,255,255,normal
udp,other,147,105,1,1,255,2,normal
tcp,private,0,0,12,5,255,5,neptune
tcp,ftp_data,641,0,2,2,62,55,normal
udp,private,28,0,99,99,255,66,teardrop
tcp,private,0,0,150,20,255,1,neptune
tcp,shell,82,1,1,1,1,1,normal
tcp,private,0,0,226,16,255,16,neptune
tcp,private,0,0,81,1,255,1,satan
tcp,private,0,0,122,7,255,27,neptune
udp,domain_u,46,80,54,54,255,255,normal
tcp,private,0,0,237,8,255,20,neptune
tcp,private,0,0,219,2,255,3,neptune
tcp,http,376,345,1,1,190,255,normal
tcp,private,0,0,148,19,255,37,neptune
udp,private,105,146,2,2,255,246,normal
tcp,ftp_data,334,0,1,1,3,22,warezclient
tcp,domain,0,0,276,20,255,20,neptune
icmp,eco_i,30,0,4,1,255,29,normal
tcp,smtp,1053,329,1,1,67,177,normal
udp,domain_u,46,130,66,146,255,196,normal
udp,domain_u,45,119,148,147,255,254,normal
tcp,smtp,1539,395,1,1,221,147,normal
tcp,private,0,0,166,4,255,17,neptune
tcp,csnet_ns,0,0,197,5,255,5,neptune
tcp,http,358,1758,1,1,255,255,normal
udp,domain_u,44,133,71,151,255,255,normal
tcp,http,282,1227,2,32,175,175,normal
tcp,http,323,1509,4,16,255,255,normal
udp,private,105,105,1,1,114,76,normal
tcp,http,218,358,11,13,11,255,normal
tcp,netstat,0,0,104,2,255,2,neptune
tcp,private,0,0,264,20,255,20,neptune
tcp,http,329,303,10,33,59,255,normal
tcp,smtp,788,328,1,1,45,29,normal
tcp,http,311,4591,21,21,21,255,normal
tcp,private,0,0,254,22,58,22,neptune
tcp,uucp,0,0,122,11,255,11,neptune
tcp,pop_3,35,130,1,1,164,8,normal
icmp,ecr_i,1032,0,511,511,255,118,smurf
tcp,private,0,0,101,1,255,1,neptune
tcp,vmnet,0,0,232,15,255,15,neptune
tcp,ftp_data,59,0,16,16,187,52,normal
tcp,uucp,0,0,131,7,255,7,neptune
tcp,http,226,1022,23,24,23,255,normal
tcp,http,203,2108,9,15,60,255,normal
tcp,smtp,2544,333,1,1,152,189,normal
icmp,ecr_i,1032,0,511,511,255,67,smurf
tcp,http,327,6721,4,5,255,255,normal
tcp,nnsp,0,0,126,4,255,4,neptune
tcp,name,0,0,263,3,255,3,neptune
tcp,http,0,0,1,1,3,158,normal
tcp,whois,0,0,127,12,255,12,neptune
tcp,netbios_dgm,0,0,194,18,255,18,neptune
tcp,http,54540,8314,2,2,118,118,back
tcp,private,0,0,1,1,66,1,portsweep
tcp,gopher,0,0,266,15,255,15,neptune
udp,private,28,0,27,27,255,27,teardrop
icmp,eco_i,8,0,1,36,1,183,ipsweep
tcp,ftp_data,0,0,25,5,27,51,neptune
tcp,ssh,0,0,100,7,255,7,neptune
tcp,smtp,763,335,1,1,121,96,normal
tcp,iso_tsap,0,0,240,10,255,10,neptune
tcp,http,307,8339,5,5,5,255,normal
tcp,domain,0,0,287,17,255,10,neptune
tcp,ftp,0,0,282,19,255,19,neptune
tcp,http,236,7262,1,8,77,255,normal
tcp,ftp_data,246,0,1,1,5,16,warezclient
tcp,Z39_50,0,0,129,18,255,18,neptune
tcp,discard,0,0,244,5,255,5,neptune
tcp,auth,0,0,279,11,255,11,neptune
tcp,http,300,13038,1,1,49,255,normal
tcp,http,254,390,13,14,176,255,normal
udp,other,147,105,1,1,255,2,normal
tcp,private,0,0,134,16,255,17,neptune
tcp,other,1,0,2,2,255,2,portsweep
tcp,ftp_data,334,0,2,2,8,27,warezclient
tcp,private,0,0,65,2,235,2,portsweep
tcp,ftp,1221,3380,1,1,255,41,normal
tcp,hostnames,0,0,269,18,255,18,neptune
icmp,eco_i,8,0,1,22,2,129,ipsweep
tcp,http,299,291,2,2,38,255,normal
tcp,ftp_data,1874,0,9,9,151,30,normal
tcp,smtp,1301,335,1,2,67,114,normal
tcp,private,1,0,2,2,255,2,portsweep
udp,domain_u,43,132,216,292,255,253,normal
icmp,ecr_i,1032,0,322,322,255,219,smurf
tcp,telnet,0,0,31,11,255,11,neptune
tcp,http,330,256,4,4,193,255,normal
tcp,ftp_data,0,0,271,25,255,25,neptune
tcp,http,302,7497,26,26,255,255,normal
tcp,exec,0,0,140,12,255,12,neptune
tcp,link,0,0,180,13,255,13,neptune
tcp,finger,0,0,278,20,255,20,neptune
tcp,netstat,0,0,45,4,255,4,neptune
tcp,echo,0,0,6,3,255,3,neptune
tcp,http,284,307,2,29,255,255,normal
tcp,hostnames,0,0,279,10,255,10,neptune
tcp,ftp_data,12,0,1,1,137,44,normal
tcp,http,238,276,13,13,59,255,normal
tcp,smtp,1194,482,1,3,255,13,normal
tcp,other,6601,0,21,1,173,1,normal
tcp,ftp_data,12,0,1,1,44,21,normal
tcp,smtp,1452,330,1,2,115,78,normal
tcp,ftp_data,2194619,0,2,2,164,28,normal
tcp,private,0,0,111,17,255,17,neptune
tcp,Z39_50,0,0,366,1,255,1,portsweep
tcp,iso_tsap,0,0,145,7,255,7,neptune
tcp,http,240,748,9,10,51,255,normal
tcp,private,0,0,231,9,255,14,neptune
udp,domain_u,42,42,8,18,255,245,normal
tcp,courier,0,0,130,4,255,2,neptune
tcp,http,336,1294,21,21,255,255,normal
tcp,smtp,11436,1383,1,2,176,142,normal
tcp,ftp_data,0,0,23,3,255,54,neptune
tcp,http,195,4768,2,2,168,255,normal
udp,other,516,4,191,191,191,191,normal
tcp,http,286,3491,10,10,25,255,normal
tcp,gopher,0,0,214,16,255,15,neptune
tcp,http,215,1062,6,6,6,255,normal
tcp,http,196,1337,35,35,255,255,normal
tcp,smtp,722,334,1,1,137,116,normal
tcp,private,0,0,2,1,255,1,portsweep
tcp,name,0,0,244,2,255,2,neptune
tcp,http,214,3477,2,2,2,255,normal
tcp,private,0,0,257,3,255,17,neptune
tcp,http,232,2140,12,12,12,255,normal
tcp,http,224,1783,2,2,22,255,normal
icmp,eco_i,8,0,1,27,2,129,ipsweep
tcp,ftp_data,192,0,2,2,129,117,normal
tcp,http,294,478,23,30,255,255,normal
tcp,private,0,0,78,1,255,1,satan
tcp,http,213,259,7,11,255,255,normal
tcp,private,0,0,234,6,255,6,neptune
udp,private,105,146,2,2,255,237,normal
tcp,ftp_data,0,0,116,2,255,2,neptune
tcp,http,303,458,1,1,3,255,normal
tcp,hostnames,0,0,106,6,255,17,neptune
udp,domain_u,44,126,74,152,255,196,normal
udp,domain_u,73,45,2,4,94,70,normal
tcp,IRC,197,2276,2,1,24,9,normal
tcp,private,0,0,1,1,53,1,portsweep
tcp,http,242,6725,1,1,22,255,normal
tcp,daytime,0,0,256,4,255,4,neptune
tcp,http,308,607,8,8,255,255,normal
tcp,imap4,0,0,286,15,255,5,neptune
tcp,private,0,0,233,7,255,9,neptune
tcp,http,291,868,23,23,255,255,normal
tcp,telnet,0,0,29,15,255,63,neptune
tcp,smtp,2697,331,1,1,255,87,normal
udp,private,1,0,17,17,255,214,satan
tcp,exec,0,0,108,18,255,9,neptune
tcp,courier,0,0,102,2,255,2,neptune
tcp,http,200,3042,10,15,42,255,normal
tcp,iso_tsap,0,0,229,9,255,9,neptune
tcp,mtp,0,0,239,12,255,4,neptune
tcp,finger,8,224,1,1,145,5,normal
icmp,ecr_i,1032,0,511,511,243,98,smurf
udp,private,28,0,18,18,255,18,teardrop
tcp,http,0,0,258,6,255,6,neptune
tcp,http,341,281,4,4,255,243,normal
tcp,finger,8,493,1,1,47,12,normal
tcp,private,0,0,105,5,255,27,neptune
tcp,klogin,0,0,145,21,255,21,neptune
tcp,smtp,1483,363,1,4,24,126,normal
udp,domain_u,46,128,19,79,255,238,normal
tcp,http,2426,2737,10,10,12,255,normal
udp,domain_u,36,0,1,11,98,78,normal
tcp,http,210,1425,10,10,65,255,normal
tcp,courier,0,0,123,21,255,21,neptune
tcp,bgp,0,0,9,2,255,2,neptune
tcp,http,170,13603,1,1,34,255,normal
tcp,whois,0,0,45,2,255,10,neptune
icmp,eco_i,8,0,1,2,1,17,ipsweep
tcp,bgp,0,0,265,9,255,9,neptune
tcp,imap4,0,0,255,7,255,10,neptune
tcp,private,0,0,104,10,255,10,neptune
tcp,http,0,0,150,20,255,14,neptune
tcp,http,269,8921,2,2,104,255,normal
tcp,http,315,347,31,31,255,255,normal
tcp,gopher,0,0,232,3,255,3,neptune
tcp,bgp,0,0,217,2,255,2,neptune
tcp,private,0,0,66,1,255,16,neptune
tcp,private,0,0,1,1,119,1,satan
tcp,http,216,7384,16,16,153,255,normal
tcp,http,0,0,1,1,28,255,normal
tcp,private,0,0,1,1,208,1,portsweep
tcp,http,235,12623,4,4,28,255,normal
tcp,smtp,667,332,1,4,122,104,normal
tcp,smtp,1160,333,1,1,89,97,normal
icmp,eco_i,8,0,1,36,1,169,nmap
tcp,smtp,1299,329,1,3,18,17,normal
tcp,imap4,0,0,195,1,255,1,neptune
tcp,private,0,0,232,13,255,13,neptune
tcp,smtp,711,336,1,1,60,130,normal
icmp,ecr_i,1032,0,65,65,255,255,smurf
icmp,eco_i,8,0,1,17,3,80,nmap
tcp,private,0,0,1,1,255,1,portsweep
tcp,uucp,0,0,120,2,255,1,neptune
tcp,private,0,0,204,1,255,1,satan
udp,domain_u,42,42,8,14,255,247,normal
tcp,private,0,0,63,2,255,2,portsweep
udp,other,147,0,1,1,255,1,normal
tcp,http,0,0,1,2,13,255,normal
tcp,ftp,0,0,262,18,255,18,neptune
tcp,http,222,5834,3,3,255,255,normal
tcp,private,0,0,146,16,255,4,neptune
tcp,http,198,1427,20,20,20,255,normal
tcp,private,0,0,2,1,255,1,portsweep
icmp,ecr_i,520,0,261,261,255,255,smurf
tcp,discard,0,0,242,1,255,1,neptune
tcp,finger,0,0,213,21,255,21,neptune
tcp,http,0,0,50,11,255,51,neptune
icmp,eco_i,8,0,1,52,2,255,nmap
tcp,echo,0,0,170,11,255,11,neptune
tcp,supdup,0,0,252,23,255,23,neptune
tcp,private,0,0,126,15,93,8,neptune
tcp,http,217,1035,34,34,255,255,normal
tcp,http,0,0,269,18,255,18,neptune
icmp,eco_i,8,0,1,26,1,153,ipsweep
tcp,http,252,2795,5,5,42,255,normal
tcp,http,200,940,6,6,198,255,normal
tcp,telnet,0,0,61,15,223,57,neptune
tcp,http,243,663,13,13,255,255,normal
tcp,pop_2,0,0,281,3,255,3,neptune
tcp,http,0,0,1,1,2,92,normal
tcp,private,0,0,240,1,255,1,neptune
tcp,supdup,0,0,260,8,255,14,neptune
tcp,private,0,0,275,3,255,3,neptune
tcp,efs,0,0,116,12,255,12,neptune
tcp,private,0,0,164,7,255,8,neptune
tcp,http,209,2408,3,6,255,255,normal
tcp,http,215,11680,1,14,2,255,normal
tcp,netbios_ns,0,0,194,3,255,3,neptune
udp,domain_u,31,0,1,2,2,19,normal
tcp,http,338,275,13,13,13,255,normal
tcp,http,249,27998,1,9,6,255,normal
tcp,http,232,5745,8,8,71,255,normal
tcp,http,260,283,8,8,255,251,normal
tcp,uucp,0,0,121,16,255,16,neptune
tcp,private,0,0,220,11,24,11,neptune
tcp,smtp,2168,402,1,1,255,16,normal
tcp,ftp_data,373,0,8,11,42,75,normal
tcp,http,347,1417,23,23,255,255,normal
tcp,http,354,1875,3,9,247,255,normal
tcp,telnet,0,0,29,2,255,62,neptune
tcp,finger,0,0,229,11,255,11,neptune
tcp,courier,0,0,118,16,255,16,neptune
tcp,ldap,0,0,240,9,255,9,neptune
tcp,http,305,2698,3,4,255,251,normal
tcp,finger,0,0,18,18,78,24,neptune
udp,private,105,147,8,2,255,242,normal
tcp,http,221,602,51,57,255,255,normal
tcp,smtp,887,436,1,2,255,109,normal
tcp,smtp,695,328,1,1,255,130,normal
icmp,ecr_i,520,0,434,434,30,30,smurf
tcp,ftp_data,495,0,1,1,1,30,normal
tcp,efs,0,0,144,15,255,15,neptune
tcp,private,0,0,258,9,118,9,neptune
tcp,smtp,2760,370,1,1,1,154,normal
udp,domain_u,45,83,154,154,255,249,normal
tcp,smtp,756,332,1,1,75,53,normal
tcp,other,0,0,511,1,255,1,satan
tcp,http,218,6776,11,12,27,255,normal
tcp,printer,0,0,111,5,255,5,neptune
tcp,nntp,0,0,228,22,255,22,neptune
tcp,private,0,0,282,16,255,15,neptune
tcp,ftp_data,7196,0,9,9,111,55,normal
udp,domain_u,46,134,307,306,255,225,normal
tcp,ftp_data,12,0,1,1,79,24,normal
udp,domain_u,45,130,43,121,233,171,normal
udp,domain_u,43,71,202,202,255,255,normal
icmp,ecr_i,520,0,282,282,255,255,smurf
tcp,http,206,12642,4,4,10,255,normal
icmp,ecr_i,1032,0,250,250,255,250,smurf
tcp,IRC,2634,8611,1,1,11,4,normal
tcp,telnet,334,10686,1,1,255,65,normal
tcp,ftp_data,4539,0,20,20,141,49,normal
tcp,http,320,520,23,43,255,255,normal
icmp,eco_i,30,0,2,1,255,6,normal
tcp,http,0,0,1,1,214,155,normal
tcp,http,281,759,3,5,113,255,normal
tcp,http,345,3938,10,16,255,255,normal
tcp,private,0,0,75,6,255,15,neptune
tcp,http,223,408,6,26,64,255,normal
tcp,time,0,0,262,7,255,7,neptune
tcp,http,0,0,1,1,53,229,normal
icmp,eco_i,8,0,1,34,1,139,ipsweep
tcp,private,0,0,206,18,255,20,neptune
tcp,http,204,260,17,19,35,255,normal
tcp,ctf,0,0,270,7,255,7,neptune
tcp,other,1,0,2,2,255,2,portsweep
tcp,echo,0,0,239,6,255,6,neptune
tcp,sunrpc,0,0,229,7,255,7,neptune
tcp,telnet,676,23920,3,2,255,16,normal
tcp,http,209,3556,2,2,26,255,normal
tcp,private,0,0,113,7,255,7,neptune
tcp,private,0,0,279,16,255,5,neptune
tcp,http,229,934,3,3,5,255,normal
tcp,gopher,0,0,233,13,255,13,neptune
udp,other,516,4,148,148,148,148,normal
tcp,http,344,1247,9,9,209,255,normal
tcp,imap4,0,0,207,7,255,19,neptune
tcp,private,0,0,112,5,137,5,neptune
tcp,http,277,1224,1,1,1,255,normal
tcp,http,325,3941,4,4,255,255,normal
tcp,private,0,0,210,12,255,13,neptune
tcp,smtp,1277,328,1,2,54,168,normal
tcp,iso_tsap,0,0,255,16,255,17,neptune
tcp,auth,0,0,102,2,255,2,neptune
tcp,http,219,183,8,8,68,255,normal
tcp,daytime,0,0,4,1,255,1,neptune
tcp,private,0,0,175,3,21,3,neptune
udp,domain_u,41,71,121,121,255,199,normal
tcp,private,0,0,118,13,255,8,neptune
tcp,time,0,0,1,1,255,1,portsweep
tcp,http,326,420,3,10,255,255,normal
tcp,auth,0,0,206,4,255,4,neptune
icmp,ecr_i,1032,0,134,134,255,134,smurf
tcp,private,0,0,432,1,255,1,satan
tcp,ftp_data,334,0,1,1,1,54,warezclient
icmp,eco_i,8,0,1,36,1,73,ipsweep
tcp,private,0,0,72,3,255,3,portsweep
tcp,private,0,0,144,9,255,9,neptune
tcp,http,229,301,4,4,255,255,normal
tcp,http,205,6622,9,10,81,255,normal
tcp,discard,0,0,253,18,255,4,neptune
tcp,http,319,583,9,23,28,255,normal
tcp,ftp_data,0,0,247,16,255,16,neptune
tcp,http,304,1380,1,18,194,190,normal
tcp,finger,9,317,1,1,41,8,normal
tcp,Z39_50,0,0,282,17,255,17,neptune
tcp,http,356,1137,6,7,165,255,normal
tcp,private,0,0,89,17,255,2,neptune
udp,domain_u,44,73,212,212,255,255,normal
tcp,private,0,0,144,14,255,29,neptune
tcp,http,299,12471,15,15,255,255,normal
tcp,telnet,381709090,0,1,1,78,2,portsweep
tcp,smtp,6,123,8,1,115,166,satan
tcp,telnet,0,15,1,1,130,1,normal
tcp,time,0,0,258,3,255,3,neptune
tcp,klogin,0,0,101,18,255,20,neptune
tcp,http,366,4084,7,7,255,255,normal
tcp,http,0,0,1,1,18,4,normal
tcp,hostnames,0,0,284,19,255,19,neptune
tcp,ftp_data,2194619,0,2,2,23,72,normal
udp,other,145,105,4,2,255,2,normal
udp,other,146,105,3,1,255,1,normal
tcp,private,0,0,104,18,255,18,neptune
udp,domain_u,45,45,80,160,255,249,normal
tcp,telnet,0,0,67,17,255,37,neptune
tcp,private,0,0,291,16,255,14,neptune
tcp,http,236,357,18,18,58,255,normal
tcp,uucp_path,0,0,114,15,255,3,neptune
tcp,private,0,0,116,2,255,4,neptune
tcp,http,258,11380,6,6,255,251,normal
tcp,private,0,0,1,1,255,1,portsweep
tcp,http,188,13450,1,1,40,255,normal
tcp,http,0,0,9,5,255,12,neptune
tcp,ftp,1195,2449,1,1,116,14,warezclient
tcp,smtp,992,329,1,1,146,170,normal
tcp,systat,0,0,235,15,255,15,neptune
tcp,http,310,255,9,9,47,156,normal
tcp,smtp,2597,331,1,4,59,163,normal
tcp,private,0,0,179,25,255,25,neptune
tcp,http,251,1981,2,2,223,255,normal
tcp,Z39_50,0,0,272,6,255,6,neptune
tcp,ftp_data,748,0,1,1,143,33,normal
tcp,http,158,38643,1,13,255,255,normal
tcp,hostnames,0,0,248,11,255,11,neptune
tcp,klogin,0,0,9,9,255,9,neptune
icmp,eco_i,8,0,1,9,2,62,ipsweep
tcp,discard,0,0,126,16,255,16,neptune
tcp,http,229,682,7,12,253,255,normal
icmp,eco_i,8,0,1,36,2,68,ipsweep
tcp,ftp_data,10044,0,12,13,146,92,normal
tcp,smtp,123,234,1,1,114,85,normal
tcp,private,0,0,150,20,255,4,neptune
tcp,http,276,108545,3,3,3,255,normal
tcp,private,0,0,1,1,36,2,ipsweep
tcp,http,319,4143,15,15,15,255,normal
tcp,http,280,16574,9,9,9,255,normal
tcp,courier,0,0,114,6,255,6,neptune
udp,domain_u,42,42,7,13,255,255,normal
icmp,eco_i,8,0,1,41,2,106,ipsweep
tcp,smtp,2838,325,1,1,255,130,normal
tcp,http,463,12604,19,45,255,255,normal
tcp,private,0,0,279,23,255,23,neptune
tcp,imap4,0,0,239,4,255,4,neptune
udp,domain_u,45,134,77,156,255,255,normal
icmp,eco_i,8,0,1,20,1,75,ipsweep
tcp,time,0,4,1,1,12,12,normal
tcp,gopher,0,0,277,20,255,20,neptune
udp,private,28,0,92,92,164,92,teardrop
tcp,other,0,0,511,1,255,1,satan
tcp,http,294,3808,2,2,6,255,normal
udp,other,146,105,1,1,255,1,normal
udp,domain_u,31,91,3,3,8,20,normal
udp,domain_u,29,29,2,5,197,193,normal
tcp,time,0,0,123,18,255,18,neptune
tcp,smtp,1131,326,1,1,9,180,normal
tcp,http,217,2887,10,10,255,255,normal
tcp,smtp,1329,330,1,1,110,177,normal
udp,domain_u,44,145,213,215,255,255,normal
tcp,imap4,0,0,273,6,255,6,neptune
icmp,eco_i,8,0,1,12,1,29,ipsweep
tcp,http,224,6874,3,3,3,255,normal
tcp,http,290,1704,9,10,20,255,normal
tcp,http,242,16819,7,7,128,255,normal
tcp,http,197,7204,2,2,32,167,normal
icmp,ecr_i,1032,0,511,511,255,126,smurf
tcp,http,318,9696,40,40,255,255,normal
tcp,private,0,0,171,8,255,8,neptune
tcp,http,234,2659,12,13,198,246,normal
icmp,ecr_i,1032,0,511,511,255,166,smurf
tcp,smtp,1492,336,1,6,244,165,normal
tcp,telnet,0,0,26,4,255,4,neptune
tcp,finger,0,0,36,12,255,72,neptune
tcp,smtp,0,0,2,2,153,115,normal
tcp,http,303,6833,9,9,34,255,normal
tcp,http,262,3819,10,10,255,255,normal
tcp,telnet,0,0,149,20,255,13,neptune
tcp,ftp_data,334,0,2,2,6,20,warezclient
tcp,http,258,12037,10,10,255,255,normal
udp,private,215,0,1,1,99,83,nmap
tcp,http,246,1600,6,36,138,255,normal
tcp,http,312,3222,3,3,255,246,normal
tcp,ftp_data,201,0,5,5,255,114,normal
tcp,http,222,2446,19,37,255,255,normal
tcp,http,290,2107,9,10,60,255,normal
tcp,ftp_data,11376,0,9,9,255,45,normal
tcp,private,0,0,167,20,255,7,neptune
tcp,http,306,3222,2,2,255,251,normal
tcp,http,308,608,16,41,255,255,normal
tcp,private,0,0,260,7,255,8,neptune
tcp,private,0,0,237,18,255,17,neptune
tcp,private,0,0,269,1,255,1,satan
tcp,http,199,749,8,9,158,255,normal
tcp,uucp,0,0,115,2,255,2,neptune
icmp,eco_i,8,0,1,24,1,79,ipsweep
tcp,private,1,0,2,2,255,2,portsweep
tcp,iso_tsap,0,0,288,11,255,9,neptune
icmp,tim_i,564,0,1,1,1,1,pod
tcp,private,0,0,55,1,255,1,satan
tcp,http,280,9544,1,4,169,255,normal
tcp,private,0,0,275,18,255,15,neptune
tcp,http,186,15495,1,1,10,255,normal
tcp,link,0,0,239,5,255,1,neptune
tcp,discard,0,0,285,13,255,3,neptune
tcp,private,0,0,111,10,255,10,neptune
tcp,name,0,0,239,19,255,19,neptune
udp,domain_u,44,73,267,267,255,239,normal
tcp,http,197,380,21,24,201,255,normal
tcp,private,0,0,288,8,255,4,neptune
tcp,exec,0,0,150,20,255,20,neptune
tcp,private,0,0,1,1,255,1,portsweep
icmp,eco_i,8,0,1,52,1,129,ipsweep
tcp,private,0,0,150,20,255,12,neptune
udp,private,28,0,43,43,255,143,teardrop
tcp,domain,0,0,272,15,255,15,neptune
tcp,http,0,0,1,1,3,166,normal
tcp,iso_tsap,0,0,269,22,255,22,neptune
tcp,private,0,0,86,5,255,5,neptune
tcp,private,0,0,189,16,255,6,neptune
icmp,eco_i,8,0,1,9,2,106,ipsweep
tcp,finger,0,0,29,7,255,63,neptune
tcp,auth,14,41,2,2,55,9,normal
tcp,whois,0,0,253,1,255,1,neptune
icmp,eco_i,8,0,1,40,3,75,nmap
tcp,private,0,0,147,18,255,7,neptune
icmp,ecr_i,1032,0,511,511,116,22,smurf
icmp,urp_i,181,0,2,1,255,113,normal
udp,private,105,147,2,2,64,26,normal
udp,private,1,0,26,2,255,2,satan
tcp,http,289,2488,4,4,255,255,normal
udp,domain_u,45,45,48,129,255,255,normal
icmp,ecr_i,1032,0,435,435,255,255,smurf
tcp,IRC,1121,7999,1,1,29,11,normal
tcp,http,235,512,59,60,255,255,normal
tcp,private,0,0,115,2,255,19,neptune
tcp,http,299,1129,6,6,6,255,normal
tcp,bgp,0,0,226,14,255,14,neptune
tcp,ftp,0,0,107,25,255,8,neptune
tcp,pop_3,0,0,276,16,255,16,neptune
icmp,ecr_i,520,0,441,441,191,191,smurf
tcp,smtp,664,333,1,1,5,207,normal
tcp,smtp,1770,328,1,2,152,248,normal
udp,domain_u,42,42,210,210,255,255,normal
tcp,http,276,2924,4,4,88,255,normal
tcp,remote_job,0,0,281,11,255,11,neptune
tcp,private,0,0,242,19,255,19,neptune
tcp,http,299,1380,4,4,255,240,normal
tcp,smtp,0,0,1,2,181,174,normal
tcp,http,296,943,16,16,68,255,normal
tcp,finger,0,0,257,5,255,5,neptune
tcp,http,224,8621,14,18,14,255,normal
tcp,smtp,2376,329,1,1,149,166,normal
icmp,eco_i,18,0,1,1,4,120,ipsweep
tcp,http,210,566,7,7,15,255,normal
tcp,http,327,1695,9,11,255,255,normal
tcp,private,0,0,230,11,255,13,neptune
